Kennziffer,Raumeinheit,Aggregat,Bevölkerung,Kinos,Kinosäle,Kinositzplätze,Einwohnerdichte,Siedlungs- und Verkehrsfläche,ÖV-Haltestellen,ÖV-Abfahrten
15085145,Harzgerode,Grundzentrum,7698,0,0,0,46.75,7.2,38,1156
15085185,Huy,Grundzentrum,7030,0,0,0,42.01,6.72,32,800
15085190,Ilsenburg (Harz),Grundzentrum,9477,0,0,0,150.5,12.18,23,688
15085228,Oberharz am Brocken,Grundzentrum,9754,0,0,0,35.92,6.41,43,1477
15085230,Osterwieck,Grundzentrum,10898,0,0,0,51.19,7.86,40,1256
15085285,Schwanebeck,Grundzentrum,2402,0,0,0,73.64,9.07,6,261
15085330,Thale,Grundzentrum,16868,1,1,113,122.52,11.04,60,2547
15085365,Wegeleben,Grundzentrum,2446,0,0,0,47.25,7.22,8,259
15086035,Elbe-Parey,Grundzentrum,6432,0,0,0,59.03,9.5,27,1095
15086040,Genthin,Grundzentrum,13685,1,3,313,59.28,8.81,57,1388
15086055,Gommern,Grundzentrum,10485,0,0,0,65.49,9.11,37,958
15086080,Jerichow,Grundzentrum,6786,0,0,0,25.13,6.04,50,1103
15086140,Möckern,Grundzentrum,12918,0,0,0,24.61,6.9,85,1990
15087015,Allstedt,Grundzentrum,7553,0,0,0,50.4,9.32,22,610
15087165,Gerbstedt,Grundzentrum,6790,0,0,0,66.37,10.95,33,691
15087205,Helbra,Grundzentrum,3826,0,0,0,412.73,46.06,5,183
15087220,Hettstedt,Grundzentrum,13678,0,0,0,370.38,27.38,47,1584
15087250,Kelbra (Kyffhäuser),Grundzentrum,3220,0,0,0,79.39,11.27,9,162
15087275,Mansfeld,Grundzentrum,8432,0,0,0,58.65,10.98,43,1279
15087386,Seegebiet Mansfelder Land,Grundzentrum,8812,0,0,0,81.65,12.13,26,713
15087412,Südharz,Grundzentrum,9061,0,0,0,38.33,7.34,43,1186
15088020,Bad Dürrenberg,Grundzentrum,11752,0,0,0,325.09,20.47,21,1149
15088025,Bad Lauchstädt,Grundzentrum,8939,0,0,0,104.67,12.51,22,909
15088065,Braunsbedra,Grundzentrum,10401,0,0,0,139.8,14.33,21,1302
15088150,Kabelsketal,Grundzentrum,8981,0,0,0,176.03,22.87,30,1063
15088195,Landsberg,Grundzentrum,15015,0,0,0,119.7,17.6,60,1667
15088205,Leuna,Grundzentrum,14011,1,10,1876,159.49,25.07,44,2095
15088216,Wettin-Löbejün,Grundzentrum,9747,0,0,0,76.66,11.04,48,1169
15088235,Mücheln (Geiseltal),Grundzentrum,8542,0,0,0,86.58,9.88,43,1086
15088305,Querfurt,Grundzentrum,10256,0,0,0,65.9,8.87,44,1787
15088319,Salzatal,Grundzentrum,11242,0,0,0,102.77,11.44,52,1518
15088365,Teutschenthal,Grundzentrum,12743,0,0,0,140.54,16.76,37,1404
15089026,Barby,Grundzentrum,8129,0,0,0,53.06,8.07,34,662
15089055,Calbe (Saale),Grundzentrum,8222,0,0,0,145.01,15.4,22,1025
15090010,Arneburg,Grundzentrum,1447,0,0,0,46.66,19.12,7,174
15090070,Bismark (Altmark),Grundzentrum,7909,0,0,0,27.32,7,51,968
15090180,Goldbeck,Grundzentrum,1398,0,0,0,52.07,9.76,8,118
15090225,Havelberg,Grundzentrum,6465,0,0,0,43.31,6.41,26,453
15090415,Osterburg (Altmark),Grundzentrum,9580,0,0,0,41.69,7.41,49,727
15090500,Schönhausen (Elbe),Grundzentrum,2094,0,0,0,28.26,7.33,7,156
15090520,Seehausen (Altmark),Grundzentrum,4773,0,0,0,44.59,8.03,30,392
15090546,Tangerhütte,Grundzentrum,10599,0,0,0,35.91,7,42,808
15090550,Tangermünde,Grundzentrum,10283,0,0,0,114.27,10.75,17,490
15091010,Annaburg,Grundzentrum,6514,0,0,0,28.87,6.07,29,330
15091020,Bad Schmiedeberg,Grundzentrum,8107,0,0,0,50.57,8.96,45,811
15091060,Coswig (Anhalt),Grundzentrum,11488,0,0,0,38.85,7.91,62,843
15091110,Gräfenhainichen,Grundzentrum,11446,0,0,0,71.74,8.82,34,926
15091145,Jessen (Elster),Grundzentrum,14158,0,0,0,40.19,7.47,77,1276
15091160,Kemberg,Grundzentrum,9467,0,0,0,40.24,7.56,44,890
15091391,Zahna-Elster,Grundzentrum,9106,0,0,0,61.25,9.74,46,1059
16061001,Arenshausen,Grundzentrum,1016,0,0,0,175.47,13.3,3,59
16061017,Breitenworbis,Grundzentrum,3133,0,0,0,129.3,15.27,7,169
16061063,Küllstedt,Grundzentrum,1323,0,0,0,100.92,10.07,3,74
16061074,Niederorschel,Grundzentrum,5498,0,0,0,98.65,12.29,15,345
16061097,Uder,Grundzentrum,2688,0,0,0,192,14,7,199
16061113,Schimberg,Grundzentrum,2151,0,0,0,73.34,7.6,12,230
16061114,Teistungen,Grundzentrum,2463,0,0,0,94.19,10.36,8,245
16061117,Sonnenstein,Grundzentrum,4400,0,0,0,46.47,7.81,22,349
16061118,Dingelstädt,Grundzentrum,6935,1,1,90,116.77,11.63,18,600
16062005,Ellrich,Grundzentrum,5492,0,0,0,79.12,8.95,20,397
16062064,Heringen/Helme,Grundzentrum,4659,0,0,0,69.63,10.51,12,364
16062066,Bleicherode,Grundzentrum,10163,1,1,197,93.95,13.43,38,1423
16063015,Dermbach,Grundzentrum,7143,0,0,0,77.68,10.25,35,820
16063032,Geisa,Grundzentrum,4823,0,0,0,67.04,8.8,23,432
16063066,Ruhla,Grundzentrum,5273,0,0,0,136.78,11.49,17,864
16063076,Treffurt,Grundzentrum,5834,0,0,0,80.51,10.12,18,801
16063082,Vacha,Grundzentrum,5006,0,0,0,112.72,12.32,23,643
16063092,Wutha-Farnroda,Grundzentrum,6436,0,0,0,175.8,14.59,25,870
16063097,Gerstungen,Grundzentrum,9011,0,0,0,60.08,9.39,30,879
16063099,Bad Liebenstein,Grundzentrum,7735,0,0,0,158.47,16.8,32,768
16063104,Amt Creuzburg,Grundzentrum,4628,0,0,0,66.37,9.26,18,542
16064004,Bad Tennstedt,Grundzentrum,2504,0,0,0,91.32,9.81,5,190
16064074,Südeichsfeld,Grundzentrum,6440,0,0,0,107.3,10.4,19,519
16064076,Unstrut-Hainich,Grundzentrum,5187,0,0,0,54.98,6.02,11,314
16064077,Nottertal-Heilinger Höhen,Grundzentrum,5899,0,0,0,77.66,8.98,18,383
16065003,Bad Frankenhausen/Kyffhäuser,Grundzentrum,9995,1,1,76,109.76,11.32,17,857
16065014,Ebeleben,Grundzentrum,2678,0,0,0,60.13,10.06,9,396
16065087,Roßleben-Wiehe,Grundzentrum,7219,0,0,0,98.78,13.14,24,619
16065088,An der Schmücke,Grundzentrum,5973,0,0,0,62.69,9.26,15,720
16065089,Greußen,Grundzentrum,5793,0,0,0,66.72,9.1,18,515
16066013,Breitungen/Werra,Grundzentrum,4611,0,0,0,102.76,10.52,9,291
16066069,Steinbach-Hallenberg,Grundzentrum,9408,0,0,0,122.61,12.98,27,825
16066074,Brotterode-Trusetal,Grundzentrum,5810,0,0,0,116.95,12.52,16,548
16066086,Wasungen,Grundzentrum,5437,0,0,0,61.04,7.87,18,423
16066095,Kaltennordheim,Grundzentrum,5716,0,0,0,60.54,8.46,19,430
16067019,Friedrichroda,Grundzentrum,7127,0,0,0,193.3,15.32,17,657
16067053,Ohrdruf,Grundzentrum,9613,0,0,0,84.62,9.74,22,681
16067064,Bad Tabarz,Grundzentrum,4202,0,0,0,198.96,14.87,6,161
16067065,Tambach-Dietharz/Thür.Wald,Grundzentrum,4318,0,0,0,103.7,9.49,6,120
16067072,Waltershausen,Grundzentrum,12650,0,0,0,208.68,17.63,24,887
16067087,Nesse-Apfelstädt,Grundzentrum,5936,0,0,0,149.94,16.09,14,823
16068014,Gebesee,Grundzentrum,2168,0,0,0,90.03,8.47,6,127
16068034,Kölleda,Grundzentrum,6526,0,0,0,72.9,10.7,16,323
16068058,Weißensee,Grundzentrum,3633,0,0,0,65.66,9.15,13,234
16068063,Buttstädt,Grundzentrum,6651,0,0,0,63.46,9.08,16,517
16069012,Eisfeld,Grundzentrum,7412,0,0,0,85.67,11.58,25,717
16069042,Schleusegrund,Grundzentrum,2619,0,0,0,44.4,6.02,14,325
16069043,Schleusingen,Grundzentrum,10620,0,0,0,84.56,12.13,43,1188
16069051,Themar,Grundzentrum,2744,0,0,0,135.98,15.11,7,174
16069062,Römhild,Grundzentrum,6661,0,0,0,54.4,8.38,31,597
16070048,Stadtilm,Grundzentrum,8311,0,0,0,69.11,9.8,30,921
16070057,Geratal,Grundzentrum,8789,0,0,0,106.75,11.16,20,801
16070058,Großbreitenbach,Grundzentrum,5956,0,0,0,73.75,10.03,25,615
16071003,Bad Berka,Grundzentrum,7355,0,0,0,132.95,14.08,17,809
16071004,Bad Sulza,Grundzentrum,7864,0,0,0,86.28,11.04,34,788
16071008,Blankenhain,Grundzentrum,6616,0,0,0,58.16,9.72,32,544
16072015,Schalkau,Grundzentrum,3266,0,0,0,74.19,9.47,26,356
16072019,Steinach,Grundzentrum,3641,0,0,0,138.18,13.21,6,212
16073067,Probstzella,Grundzentrum,2721,0,0,0,36.6,6.67,25,594
16073112,Königsee,Grundzentrum,7176,0,0,0,69.66,9.36,35,966
16073113,Schwarzatal,Grundzentrum,3393,0,0,0,130.6,13.66,19,822
16074009,Bürgel,Grundzentrum,3033,0,0,0,111.55,11.07,20,443
16074011,Dornburg-Camburg,Grundzentrum,5307,0,0,0,172.47,18.46,18,399
16074012,Crossen an der Elster,Grundzentrum,1607,0,0,0,148.8,17.69,7,326
16074044,Kahla,Grundzentrum,6806,0,0,0,861.52,48.48,11,457
16075046,Hirschberg,Grundzentrum,2168,0,0,0,89.85,12.23,12,246
16075073,Neustadt an der Orla,Grundzentrum,9017,0,0,0,104.75,9.67,44,871
16075116,Triptis,Grundzentrum,3632,0,0,0,109.56,14.69,17,300
16075131,Gefell,Grundzentrum,2415,0,0,0,53.41,8.54,15,223
16075132,Tanna,Grundzentrum,3421,0,0,0,39.16,6.67,21,261
16075135,Saalburg-Ebersdorf,Grundzentrum,3319,0,0,0,46.07,9.95,17,286
16076003,Bad Köstritz,Grundzentrum,3365,0,0,0,198.76,20.73,12,405
16076004,Berga/Elster,Grundzentrum,3218,0,0,0,73.94,10.39,18,212
16076049,Münchenbernsdorf,Grundzentrum,2939,0,0,0,190.23,14.17,11,251
16076061,Ronneburg,Grundzentrum,5071,0,0,0,265.08,32.41,9,289
16076079,Weida,Grundzentrum,8205,0,0,0,222.96,18.86,26,925
16076092,Auma-Weidatal,Grundzentrum,3353,0,0,0,59.97,8.48,21,399
16077028,Lucka,Grundzentrum,3530,0,0,0,273.01,20.57,8,237
16077032,Meuselwitz,Grundzentrum,10117,0,0,0,188.54,16.21,28,945
99999999,kein Grundzentrum,Grundzentrum,65447832,1282,4229,702668,280.7,14.97,153065,12276038
